NUM;RET;REC;EBITDA;EBIT;LAIR;LAOD;LL;FCO
1656;0.1862;3501296;291156;198969;180528;134188;133766;217480
1657;0.0349;853212;78372;46517;33041;13460;3575;-23008
1658;-1.2917;26;-1018;-1104;-8895;-6511;-6512;-12502
1659;0.0345;2483676;424425;261078;95253;-33643;7167;-171207
1660;-0.4521;207648;-849122;-852164;-932776;-939003;-939003;-48646
1661;0.0260;72954;-14352;-17325;-16422;-19598;-19030;43301
1662;-0.0139;76176;-114565;-118975;143499;142492;141763;79821
1663;0.0678;1592122;730781;282034;-110194;-57354;-56398;581047
1664;0.0306;4018329;1350648;1023238;619733;612615;612615;962686
1665;0.2219;99120;11778;8916;4669;6923;6923;-5311
1666;-0.0295;206110;107590;45253;-8551;12487;12487;47981
1667;0.0782;895067;358478;269377;216454;168483;168483;239138
1668;-0.0542;476842;22579;14909;823;-1186;-2215;73999
1669;-0.0252;186136;22302;14092;9745;11012;11012;7063
1670;0.0032;303995;36157;18850;9215;4322;4322;106170
1671;-0.1468;4992725;1566851;1236592;376605;377386;357570;477680
1672;0.0206;36577;5700;3994;3245;2888;2888;8759
1673;0.2382;726822;220542;194139;162165;136628;136247;264019
1674;-0.0569;478315;149195;145635;190846;122994;122994;314309
1675;-0.2026;573270;69766;51319;3189;14893;14776;38644
1676;-0.0049;360569;342516;341163;289909;277559;277559;296354
1677;-0.1814;179821;-102303;-112988;-162145;-235637;-235637;21835
1678;-0.2873;117032;13045;9889;8669;14504;14504;6850
1679;-0.1068;70302;-167846;-164785;-178120;-178728;-175209;31023
1680;-0.0066;319475;62104;54669;67287;58968;58968;16546
1681;-0.2624;37916;9081;7498;-30740;-30594;-30594;-1416
1682;-0.3271;23908;-85147;-100664;-103802;-103802;-103802;47652
1683;0.0121;11033540;3766957;1776031;1598157;1516955;1516955;3618341
1684;0.1790;357180;51757;46887;46754;35504;36223;-17161
1685;-0.1404;216725;42800;33303;19424;27035;27035;22070
1686;0.1307;4256832;1768815;729094;609856;604398;604398;3208072
1687;-0.1810;211204;22773;21002;21208;18950;17701;-19096
1688;-0.0398;554366;57694;18945;7052;9399;9425;90543
1689;0.0570;530576;267332;264980;232615;159298;155403;288616
1690;0.2176;124773;27064;24993;24344;21430;20362;16739
1691;-0.0655;362618;986165;925841;677583;800569;813679;-40900
1692;0.0651;967300;111646;47580;31336;13934;13934;116975
1693;-0.0041;21573907;1067104;760657;641214;400736;404890;515598
1694;-0.0433;42053;-3803;-6445;-5258;-4600;-4600;-5245
1695;0.2492;755803;161899;125369;75135;108318;109837;216655
1696;0.1451;3076770;372950;122613;-49471;-44851;-49918;546274
1697;0.2279;29827138;10835508;7667448;3498600;4013494;2532777;11995640
1698;-0.0729;411913;58067;29200;23876;973;1064;87616
1699;0.0182;7442000;517000;431000;240000;129000;129000;2951000
1700;-0.3667;3355;-25491;-26451;-24810;-23310;-24377;-200426
1701;0.0066;314633;70435;56010;44975;45406;45402;62208
1702;0.1219;2673747;376270;303840;297191;296405;300250;314931
1703;0.0375;29923;-4417;-5644;-3234;12492;12498;2536
1704;0.3040;2667039;228503;173476;192702;198485;193190;580859
1705;-0.0540;393233;138157;90622;74146;45356;44998;94288
1706;0.0000;151792;-8060;-7780;-7639;-6191;-6792;-2813
1707;0.0558;838455;45412;-21;-8923;-12787;-12787;357436
1708;0.0097;0;-750;-768;-953;-953;-953;-2
1709;0.0648;459423;161648;104890;54546;37944;37944;228599
1710;-0.0293;292674;55637;37294;18730;13066;10189;34989
1711;0.1375;951169;108993;85128;59811;71308;73319;59979
1712;0.0367;392099;313971;289226;248001;202855;112032;293381
1713;0.1298;11362303;4526905;3609235;2934303;136490;223;4563948
1714;0.2909;252440;29061;15774;8813;10097;10097;109076
1715;0.3907;370793;65435;56217;58213;37681;37681;33206
1716;0.2035;419470;-34009;-61504;-117940;-107597;-107597;77772
1717;0.0091;16389;-11944;-12953;-15190;-15209;-15205;-684
1718;0.1969;1998189;338667;249284;203873;204032;204032;423611
1719;0.4465;1775114;151536;65496;-132197;-88170;-88036;134176
1720;0.0725;32382;942;-2182;-18066;-18832;-18832;14933
1721;0.0882;4799;510;468;3920;2578;2523;5659
1722;0.1914;46;-7548;-7640;-9606;-9453;-9453;-10869
1723;0.0751;1780041;519325;136359;172386;32848;32683;279265
1724;0.3077;281981;51691;45618;39193;39314;39314;-50530
1725;0.1452;0;706439;706439;680250;687128;687128;7461
1726;0.0792;98939;30597;22504;31356;20134;20134;9058
1727;0.1940;12162048;2676565;1931626;991466;763777;799370;1471716
1728;0.1417;8732268;1073918;558657;207906;137587;129999;97737
1729;0.0457;2431887;1224804;928189;729082;483616;472336;465298
1730;0.0093;0;1326;1325;-600;-832;-1624;-2242
1731;0.3111;183771;26308;21519;9201;15775;14755;22743
1732;-0.0283;775572;-72471;-108022;-110697;205404;205404;38567
1733;0.1563;296642;117386;110685;128347;128503;128503;148737
1734;0.1624;1930187;140937;85904;70817;59326;59326;-5800
1735;-0.0125;5135822;100569;-105414;-93000;-83666;-83828;219951
1736;-0.0728;362503;-131744;-208548;-200702;-185837;-185837;1608
1737;0.3469;375103;63817;48576;61893;51917;51917;48070
1738;0.1423;1165810;199683;151681;137249;113681;113681;174452
1739;0.2704;1323546;502841;397926;464104;450834;450834;549345
1740;0.1622;1535082;463394;375163;317897;207927;207927;513270
1741;0.0806;1109160;381925;240673;205469;149748;149748;283199
1742;0.1311;3643669;637947;455750;356032;416731;409095;148435
1743;0.0448;2071360;869394;727397;716653;568984;499695;538417
1744;0.2840;1648910;800173;495937;107873;75450;19472;717612
1745;0.0462;675259;87522;66254;18308;18519;6936;-15441
1746;0.0261;7783946;1273880;889805;546405;390197;331813;820162
1747;0.0308;584912;407794;249956;118859;94848;92397;226584
1748;0.1096;1522;-2975;-3105;-1934;-2034;-1982;70
1749;0.2481;155571;32295;26366;25612;23587;23587;37440
1750;0.1799;122632;26222;18130;16408;10719;10719;25890
1751;0.2090;313780;156355;139548;100755;70484;70186;71203
1752;0.2058;597827;17538;16777;28451;14163;-6763;228644
1753;0.0244;875954;152013;96230;54576;38108;37947;201783
1754;-0.2593;570789;30371;24229;19128;15645;15645;33683
1755;0.1182;201247;-18944;-25410;-24573;-28791;-29390;-657
1756;0.1230;124226;13869;10970;11513;9978;9969;2198
1757;-0.8244;116827;-704295;-706159;-1792287;-1791116;-1791116;25735
1758;0.0625;3989;4416;3680;2835;2835;2835;6381
1759;0.1373;1019521;295402;150619;120709;83144;83110;135893
1760;0.0929;826928;420152;314370;221037;129497;125342;370631
1761;0.1714;270505;25068;19968;15145;15145;15145;40962
1762;0.3699;8892350;2849575;2383312;844922;550158;537643;1235785
1763;-0.0593;54494;4630;3396;13324;11546;11546;10208
1764;0.1584;4144770;435578;206892;227621;355128;351048;419053
1765;0.2376;135587;75863;58400;72217;60494;60494;73807
1766;0.0627;3477823;548931;404744;276444;168266;140072;372848
1767;0.0808;3723700;465755;252360;172063;134054;117540;337569
1768;0.1248;858300;347018;222260;99991;55453;55714;96235
1769;0.1488;1654738;710774;546655;496197;358047;357756;550566
1770;-0.0460;897578;266467;224069;228405;183792;183792;194008
1771;-0.0479;1407520;303124;249173;211608;190826;190826;221068
1772;0.1154;2422094;576117;477877;457200;385829;311682;435534
1773;-0.0269;57319;13508;12758;876;876;876;-6998
1774;0.0175;169760;-7866;-16433;-20377;-20599;-20599;38592
1775;0.1757;313709;64968;31955;29855;30262;30262;29427
1776;0.2883;488173;-3486;-6190;6614;-4138;-25551;178213
1777;0.2646;40451;3124;2343;2280;1550;1550;-444
1778;0.2111;691683;282003;281076;292473;280203;280057;708947
1779;-0.0883;1481947;14744;1457;-15426;-9876;-9876;-38352
1780;0.3497;276419;60768;40378;56397;64391;64274;83312
1781;0.1035;615586;163794;127859;116703;86561;86561;170546
1782;0.2633;218869;29203;19647;22802;15863;15856;-9546
1783;0.2114;160325;-129081;-137460;-158529;-157907;-157841;60833
1784;0.2585;338223;38287;-19387;-32433;-21793;-21793;202982
1785;0.0724;9476204;1094843;580400;326324;144853;134774;-230947
1786;0.0605;9476204;1093601;579156;312589;131078;37744;-199124
1787;0.4345;2717935;459457;323150;351874;487984;327618;684701
1788;-0.0024;124543;17891;14881;9323;4341;4341;-7821
1789;0.1519;98556;12141;8962;16361;10925;10925;12378
1790;0.0554;596329;126736;111462;166809;146727;146727;16436
1791;0.1763;2365422;450374;367317;91894;60952;60952;136483
1792;0.3734;1543155;162166;87053;64249;50447;50447;126402
1793;0.1815;88612;-53237;-54276;-89575;-92075;-74734;-7458
1794;0.2315;749;578;578;154;129;129;-2
1795;-0.0351;26468;-3579;-6504;-12274;-12281;-12281;2425
1796;0.1366;954620;292025;273703;283107;219356;177341;174665
1797;-0.4878;0;-10127;-10133;-9509;-9509;-9510;-2139
1798;0.2208;290514;66212;55561;53397;37319;37269;40817
1799;0.3350;400077;51970;33205;30454;21842;21842;31816
1800;0.3368;168018;21877;14375;13417;9122;9083;39047
1801;0.0656;5859;-11522;-15791;-55748;-55570;-55937;-2462
1802;0.2257;1932451;220254;143986;-4937;-9385;-28721;140711
1803;0.2318;41144396;2380573;1253025;354552;478885;323047;2781303
1804;0.1923;79559;18567;14028;-22001;-29198;-28724;2337
1805;-0.4578;69998;-41197;-41869;-62173;-66031;-65360;6869
1806;0.0804;282282;15138;11569;4084;3377;1391;10900
1807;0.2821;1890483;312225;178997;9125;1137;-3895;-1277145
1808;0.0045;68331;19478;17295;-8242;4351;4351;31163
1809;-0.0405;161769;-501;-7252;-5446;-3834;-3834;26247
1810;0.1242;2224595;900311;411910;742014;390620;390620;322635
1811;0.1700;316051;62889;35552;-8427;-6386;-6386;57613
1812;-0.1416;2793314;478391;347284;103641;59469;59469;155744
1813;0.0938;144638;36189;20463;22988;19657;19657;21705
1814;0.2296;1563384;310753;242311;162959;123171;123171;-621661
1815;0.3164;305036;113101;66929;20383;15239;15239;18276
1816;0.1067;221083;16552;2231;-26364;-15095;-15095;88749
1817;0.2727;3839688;612465;412745;-10778;-10651;23132;74260
1818;0.4531;712891;34107;-3990;-34919;-50480;-50480;40698
1819;0.2443;1746377;288696;205928;184623;140319;140319;10814
1820;0.1354;26513;37856;34452;20689;44168;43182;2442
1821;0.0151;1469694;291243;258730;272375;253592;253592;405234
1822;0.5688;2856289;250379;213754;121205;92484;92484;-245446
1823;0.0286;112669;13443;8350;8849;8708;3113;7820
1824;0.3471;736744;24080;12977;27656;15663;13695;102496
1825;-0.0448;4831103;460839;346580;-80673;-48909;-61687;-143706
1826;0.0675;596522;132564;109150;102035;94322;98286;141123
1827;0.1971;223783;15674;8513;21174;20224;18518;26927
1828;0.2151;70390;6676;4610;7334;4788;4788;9931
1829;0.2134;82053;5037;-30837;-32786;-23140;-23140;4438
1830;-0.0991;3417814;296287;262741;106997;85817;85817;604496
1831;0.0358;53225;6211;4572;-8063;-218;-217;-3692
1832;-0.0850;158;-4511;-4570;-1128;-1278;-1279;-2856
1833;-0.1933;675704;84277;65365;21595;14101;14616;-524417
1834;0.0174;1244994;227400;215465;243903;216511;202006;94557
1835;0.2618;116582;11039;7661;-8038;-7821;-7821;-12084
1836;0.2714;359788;81429;79338;94078;65202;65220;113409
1837;0.2000;5963554;1605255;154962;200093;-25805;7669;1483421
1838;-0.2096;130138;23256;17728;13798;9181;9256;16482
1839;0.0835;214498;11993;9588;5775;4091;4091;15332
1840;0.1538;955599;-201978;-233918;-275262;97876;97876;-177779
1841;0.2317;15225;-135506;-141103;-331386;-298174;-299162;151740
1842;0.0779;162376;-93035;-97608;-92114;-92114;-92114;4479
1843;0.1915;71822000;19101000;8216000;805000;650000;266000;24022000
1844;0.2071;110014;23211;-506;13718;16382;16382;36315
1845;0.1647;105596;16054;11298;10387;7836;5102;28573
1846;0.3631;101451;4489;-6244;-30624;-35145;-35107;-8716
1847;-0.2889;25877;-14654;-15538;-14297;-13970;-13970;3560
1848;0.4165;275612;44400;34456;18545;17593;17583;36848
1849;0.0676;437165;26393;18311;4671;4623;4623;4516
1850;0.1035;1041178;-7287;-13988;-46381;-35289;-35289;22153
1851;0.2617;547667;246677;189885;174926;113260;108060;200786
1852;0.0693;3416840;296526;209703;180735;136493;136060;309867
1853;0.3477;773703;94746;66472;57342;38483;22570;133975
1854;-0.2576;9;-18787;-18864;-20553;-20553;-20550;-7578
1855;-0.0714;2487697;309301;154938;60136;47764;32247;202521
1856;0.2011;189215;-113057;-116065;-237187;-239031;-239031;-458116
1857;0.0484;73034;-9350;-10980;-9418;-12016;-12960;19655
1858;-0.0082;42892;-120264;-123452;-171332;-163082;-155995;31246
1859;0.2845;1648910;800871;496635;108429;77674;76208;718046
1860;0.0487;3536444;1470971;1146455;1369324;900525;900525;852167
1861;0.2621;115961;16965;14124;11080;9557;9557;9081
1862;0.4155;209257;29053;5503;2809;980;980;9855
1863;0.0651;614025;174811;90629;53074;53015;53015;119024
1864;-0.0694;374279;-25706;-34619;-48399;-32604;-33438;-43671
1865;0.1962;182465;27903;19715;18899;11672;11672;13819
1866;0.2190;292730;69662;52898;47715;48033;48033;143127
1867;0.2529;4809671;1017595;662195;384398;256184;226466;585411
1868;0.3420;33466;5907;4223;3974;2552;2552;2827
1869;0.1457;561029;141479;114095;98032;70500;68791;299549
1870;0.2529;440793;162986;159615;211982;339495;339495;263785
1871;0.2900;568821;70038;51624;13822;15571;15429;-3744
1872;0.0221;214899;149362;148413;101029;97325;97325;420899
1873;0.3228;211120;-24924;-33562;-29727;-18486;-18486;7755
1874;0.1291;76812;210;-2892;-4495;-7066;-7066;-11305
1875;0.1009;12486;-118642;-126283;-144031;-144588;-142019;837
1876;0.3395;285879;34584;27279;24165;15286;15286;30477
1877;-0.3539;23713;-11065;-12641;-48426;-48280;-48280;841
1878;0.0695;16596;-39296;-54674;-54831;-54831;-54831;-28327
1879;0.1130;10885949;3676935;1714961;1544449;1222716;1222716;3884061
1880;0.1048;361401;36119;30921;30126;30437;30716;64058
1881;0.0041;100549;-24633;-32625;-47096;-64873;-64873;-45574
1882;0.1524;4083361;1526806;533139;385013;279093;279093;1807380
1883;0.2915;133266;21213;20941;22810;13353;12766;53478
1884;0.0492;562298;62269;23064;13705;21530;21536;77574
1885;0.0559;744230;620242;617778;639632;454304;449967;196844
1886;0.1219;121602;15655;13683;11846;9161;9509;12946
1887;-0.0447;373412;-183696;-239729;-334916;-281876;-254936;105032
1888;0.1486;962664;159627;97281;83866;76360;76360;96326
1889;-0.0052;20532587;1239125;958837;838004;555618;555146;506064
1890;0.3396;41162;2079;-529;346;230;230;12472
1891;0.8969;799459;186457;150486;151567;138346;132979;109983
1892;0.4087;2737025;444149;157577;92616;75903;76959;279030
1893;0.0901;28600029;12731232;9815199;10568180;7507202;7142986;7568388
1894;0.2726;412111;59400;33489;25555;15363;15818;39459
1895;0.4872;6109000;346000;271000;32000;14000;14000;-319000
1896;0.0772;142;-14976;-15936;-30181;18318;17821;36568
1897;0.4027;343932;84148;69994;67587;65941;65934;97881
1898;0.1835;2435085;388446;316346;343077;312889;312030;351961
1899;-0.0195;32111;-2380;-3692;-1300;8737;8743;796
1900;0.2775;2306791;134104;84265;106938;71388;80150;186927
1901;0.0873;409416;161548;117574;107339;82857;81715;124812
1902;0.3619;108523;2556;1287;2437;2233;2199;7066
1903;0.5282;808068;223583;174972;132720;149295;149295;182984
1904;-0.4049;0;-581;-601;-658;-658;-658;2
1905;0.0343;399391;215668;171771;140657;90978;90978;156321
1906;0.1089;270405;52863;31883;9891;4738;3954;36016
1907;0.1149;859585;72590;48544;30197;54419;55978;-22019
1908;-0.0918;373037;262421;238985;163695;130594;52260;263573
1909;0.0220;10267953;3916509;3044114;2345292;2124833;2013148;2424634
1910;0.1895;260868;26712;13092;-1234;14372;14372;8547
1911;0.0776;328903;50314;43577;48496;39269;39269;40781
1912;-0.5711;442712;6159;-21305;-69114;-100409;-100409;-29800
1913;-0.0550;11657;-12460;-13499;-19026;-12563;-12557;-1881
1914;-0.0556;1638893;131386;49202;-165588;-111708;-111773;37384
1915;0.2545;3092;-1368;-1417;2884;1893;1874;989
1916;0.2857;0;-9876;-9966;-10688;-10841;-10841;-12103
1917;-0.0594;1832242;-37447;-386963;-861243;-577303;-577219;-62568
1918;0.3810;275110;24372;18314;-3951;22147;22147;-37037
1919;-0.0109;0;-59821;-59821;-85769;-116765;-116765;210417
1920;0.0180;106518;18331;10505;21745;21127;21127;41824
1921;0.0716;11870430;3033523;2311443;1633984;1142421;1089848;-908570
1922;0.0151;8026624;575104;109202;-585792;-166312;-167311;610269
1923;-0.0424;2332021;1575275;1284905;1013812;665697;667100;720203
1924;-0.1792;0;-1072;-1074;191;191;-1259;-3951
1925;-0.1581;168480;19493;15122;-3195;26852;24888;-20630
1926;0.5811;231981;71626;65799;59611;52105;52105;-41695
1927;-0.0161;1653017;79565;24949;-111674;-99442;-99442;328116
1928;-0.2082;5205029;739642;530207;188653;138114;137982;1394826
1929;-0.1789;357505;159455;82368;62644;56800;56800;118270
1930;0.1612;406357;73372;58357;94646;88023;88023;61216
1931;0.0593;1131545;208540;162143;142322;113729;113729;213564
1932;0.1222;1519392;613528;510120;555446;547152;547152;565070
1933;-0.0091;1359666;366429;268700;227508;146331;146331;407400
1934;-0.0874;995136;342417;202995;145775;110887;110887;250620
1935;-0.1558;3173229;707246;523130;260889;150981;140040;608349
1936;-0.0672;1871281;392077;240012;-16928;-29148;-76041;486053
1937;-0.0274;1506143;731648;432847;-17;-30824;-21274;465290
1938;-0.0394;641480;75489;54212;-2883;8703;6083;-9253
1939;0.0279;5962549;1027400;645891;227724;123172;143474;1008256
1940;0.0675;412074;222997;70135;-57896;-71782;-73795;127225
1941;0.0077;3422;-1993;-2178;-947;-1127;-1069;3626
1942;0.4860;127896;19138;12969;15494;14137;14137;29895
1943;-0.0913;120959;23591;15782;13736;9076;9076;33986
1944;0.1178;250381;84697;68565;34416;21445;13474;100638
1945;-0.1895;574756;-96528;-125189;-119981;-134320;-141028;5307
1946;0.1846;801686;103370;49921;12644;4739;4569;148572
1947;-0.0948;552206;33336;27476;22395;15037;15037;-4268
1948;-0.0874;181730;-18617;-24319;-22725;-25962;-29727;37986
1949;-0.0020;106430;8401;5749;7659;6770;6763;7544
1950;0.5314;113963;-47286;-52121;-147894;-150998;-151013;42378
1951;-0.1667;3537;786;367;-658;-658;-658;-695
1952;-0.1261;916724;218639;86094;27010;24767;24742;35156
1953;0.1266;773747;389473;286445;166605;84377;76421;324776
1954;-0.0517;222778;19258;13902;9329;9329;9329;15083
1955;-0.3735;9094137;3005332;2548419;527555;344092;305653;1249386
1956;0.1131;46355;-1706;-3009;-4467;-2868;-2868;-8785
1957;-0.1295;5695970;825210;562309;502595;226108;192672;1503654
1958;0.0374;114646;45882;30707;76489;61030;61030;101506
1959;0.0169;2708804;532247;392356;271242;176856;141998;480582
1960;0.0494;3084367;406860;222057;81075;75043;59612;431227
1961;-0.0654;485522;190278;108176;-24473;-40830;-40296;160705
1962;-0.0004;1681943;854953;688379;681537;491147;490866;717372
1963;0.0529;1247071;182937;130155;57146;39934;39934;14982
1964;-0.0631;2177471;388237;290706;225495;172136;127087;37975
1965;-0.2336;22028;-5349;-4599;-13588;-13588;-13588;3383
1966;-0.1696;163468;-14175;-23578;-27992;-23091;-23091;-9087
1967;-0.0690;290311;58096;24145;2163;2953;2953;33893
1968;-0.1646;381546;-73552;-76075;-66429;-75365;-78292;13365
1969;0.1368;40346;6648;5892;6072;4057;4057;175
1970;0.0458;106407;16603;15655;23775;22688;21917;45347
1971;-0.1623;813771;-38886;-52293;-150946;-99544;-99544;63057
1972;0.0621;270652;82381;60912;77312;63785;63665;97139
1973;0.2108;597625;151718;117850;105151;87857;87857;161393
1974;0.0786;215067;33809;24755;28984;27908;27887;88623
1975;-0.7766;147253;-127345;-136220;-169610;-170559;-180004;70110
1976;0.0950;393393;229621;173820;164570;109368;109368;158233
1977;-0.0593;9165853;1006265;480090;-24867;76517;75023;-19616
1978;0.0040;9165853;1005927;479749;-29591;71793;23956;-19573
1979;-0.1046;2233998;144356;25400;-399879;-406327;-474550;416927
1980;-0.3864;110859;1246;-1474;-11867;-13633;-8413;14917
1981;0.1616;121461;25484;22305;30641;19736;19736;14673
1982;0.1815;440114;72174;57181;116495;91953;91955;219001
1983;-0.1288;2025819;298724;232007;246147;163507;163507;379509
1984;0.2238;1608319;213591;139563;108623;82311;82311;117659
1985;-0.1970;119834;-51651;-52863;-93408;-94988;-79355;-22622
1986;0.3119;582;372;372;12;3;3;2
1987;0.0169;24422;-4058;-6977;-14255;-13235;-13235;3370
1988;0.0074;852274;317766;300498;326544;238573;194938;306602
1989;0.4351;253;34505;34447;33853;32119;23963;-9657
1990;0.2646;286436;61137;50511;41712;31649;31617;48669
1991;0.0959;376860;36713;16135;13800;14859;14859;34181
1992;0.0000;163775;19865;12301;16238;11916;11748;56288
1993;-0.3333;10230;-12054;-16369;-50014;-49599;-50591;2380
1994;-0.0018;1901809;194138;120859;71817;39295;24570;20595
1995;-0.5533;41674755;3763910;2630292;419469;474795;309844;899458
1996;-0.3069;104348;75078;71118;26684;3634;1526;23005
1997;-0.1038;45403;-132450;-133204;-143704;-136378;-134383;66867
1998;0.2066;255626;33085;29556;13963;7549;6756;39288
1999;0.0171;1830491;298647;174601;21520;13892;10057;-606109
2000;-0.0524;66913;2154;10;-23149;-23008;-23008;15875
2001;-0.0161;125031;-1086;-7681;-7950;-5218;-5218;-28721
2002;0.0751;1984195;694819;69034;-600162;-377583;-377583;527945
2003;0.0757;341100;90109;58766;11776;8259;8259;49781
2004;0.1183;2417234;208499;79622;-92766;-51103;-51103;-202394
2005;0.0838;135425;32973;11997;25881;21411;21411;26386
2006;0.1210;1345782;298643;235527;168361;129272;129272;-35026
2007;-0.0629;218245;-508371;-522342;-573183;-559137;-559137;87114
2008;-0.1686;4100911;657832;463259;33231;20307;62676;-16678
2009;-0.4581;711689;42159;3533;-27149;-24378;-24378;-123158
2010;0.0896;1831132;374418;294708;272265;193583;193583;392958
2011;-0.0498;28672;27;-6451;-26952;-26718;-26718;251
2012;0.1359;1375562;247796;215086;235786;199436;199436;253224
2013;0.3156;2699231;235778;200854;91606;72356;72356;319633
2014;-0.1348;118941;8775;3755;-17147;-17309;-6187;22534
2015;0.0775;740975;47438;36008;40744;25974;22229;62868
2016;0.1553;4312956;318172;204268;-283562;-144522;-167042;204815
2017;0.3511;38054;2650;-657;18348;39952;39952;63898
2018;-0.1157;576334;109642;83975;76410;57566;57049;80381
2019;-0.0324;304172;28320;21137;-40046;-38398;-35119;-32430
2020;0.0007;62197;4797;2758;3834;2707;2707;1728
2021;-0.0247;70640;-11849;-48476;-52954;-36439;-36439;-4947
2022;0.2500;2579288;277265;249538;-72367;-55613;-55854;60266
2023;-0.1152;48463;6343;4792;-1594;-1594;-1590;4134
2024;-0.3216;0;-7592;-7720;-18640;-18501;-18446;-162
2025;0.1670;590504;71615;53275;17606;11132;11123;-38607
2026;-0.0157;1128616;151953;139415;177357;150619;140826;27843
2027;0.0906;98601;8318;4950;-16094;-15499;-15499;-10826
2028;0.0597;354297;284606;282657;380015;252505;252456;97778
2029;-0.0248;5838833;1617111;204524;-4776238;-3303322;-3272033;1474484
2030;0.2051;137932;29347;22360;19594;13039;13110;26374
2031;-0.0346;188329;11609;9291;6342;4355;4355;20864
2032;-0.0227;643897;-27498;-58091;-89374;-73161;-73161;-40768
2033;-0.1693;158197;-349027;-361007;-705835;-527919;-532412;-22844
2034;-0.0867;185501;-72881;-77309;-63386;-63386;-63386;1547
2035;-0.1714;66996000;25987000;15605000;6770000;292000;316000;19653000
2036;-0.2769;155507;70238;38684;49376;47106;47106;9129
2037;0.1408;143423;25316;20386;19404;14520;9705;9947
2038;-0.0145;93795;-5308;-15924;-36864;-37485;-37444;12306
2039;-0.0345;14306;-2792;-3764;-3692;-3567;-3567;3617
2040;0.0732;258528;50094;40261;30166;21876;21868;7883
2041;-0.0422;435487;31289;23962;2236;1944;1944;44670
2042;-0.3211;1045496;10971;4224;-34697;-24836;-24836;-68073
2043;0.3180;512526;179786;121751;118049;70646;65271;74776
2044;0.1671;3237259;301146;219576;190435;137970;137481;113748
2045;-0.0435;730107;86880;58638;43706;37979;18988;292583
2046;0.1325;0;-2131;-2208;-3660;-3660;-3657;-64
2047;0.0820;2033374;249111;116093;25327;29182;9467;323239
2048;0.2518;184890;148348;145299;16399;134197;134197;186069
2049;-0.0474;69061;-28745;-32144;-33494;-35648;-35143;58185
2050;-0.0204;68341;-106293;-110723;-167576;-166587;-161776;-31535
2051;0.0116;1506143;732765;433964;944;-30161;-31424;465729
2052;0.0499;3494635;1077969;759946;478730;331808;331808;723417
2053;-0.0981;110063;11579;8709;3633;2375;2375;996
2054;-0.1176;191082;-4913;-28436;-29729;-20727;-20727;21560
2055;-0.0047;812266;284048;200198;160911;116873;116873;125107
2056;0.1428;370329;-1988;-10965;-21813;-15367;-16637;59278
2057;0.1040;174463;25287;17017;16310;11242;11242;126
2058;0.1633;326240;101575;85084;63471;64895;64895;93083
2059;-0.2688;4310609;699791;333391;-495228;-639956;-659394;-386723
2060;0.0581;32847;3806;2139;1563;1407;1407;-2324
2061;0.1704;472929;162480;137994;115521;78194;76565;-144341
2062;-0.0500;441717;171980;168625;212936;146240;146240;-25999
2063;-0.0141;540403;59779;41372;-9678;3182;3044;12638
2064;0.0251;169271;118393;117584;64522;72034;72034;387612
2065;-0.0523;181541;-4696;-13954;-76728;-25452;-25452;3029
2066;-0.3171;124856;-118354;-120727;-141854;-143887;-139991;107396
2067;0.1808;265107;19555;12723;16290;24057;24057;19732
2068;0.0871;34457;-4702;-6276;-43122;-43213;-43213;-414
2069;-0.3913;16419;5183;-10051;-23009;-23009;-23009;-36221
2070;0.0273;10697193;3528962;1571738;1307452;872922;872922;3466367
2071;0.2164;132443;388;-9149;-61042;12118;12118;19437
2072;-0.0188;3942392;1388599;397269;270022;218925;218925;1111878
2073;-0.0110;170908;18872;16638;14772;7156;7948;52486
2074;0.0829;550533;86286;47762;41098;32167;32051;87289
2075;0.0202;895797;772103;769704;743268;504700;498831;135186
2076;0.1525;98748;9080;7025;4518;2555;2901;8040
2077;-0.3075;404839;-198043;-311829;-459659;-437524;-464415;203615
2078;0.1343;921063;63872;-595;-4950;15925;15925;77143
2079;0.0761;19173040;784204;490569;377724;247176;246100;855587
2080;-0.2686;37006;-4827;-7416;-6286;-3140;-3140;-6755
2081;0.3433;741609;132875;96582;63579;26755;25376;38653
2082;0.0348;2569485;710527;381926;210632;175710;117073;-133537
2083;0.0396;23362809;7649200;4742607;402757;558093;60325;11084871
2084;-0.3654;391928;51869;21898;7750;3427;3164;-34866
2085;0.0945;6146000;190000;114000;-81000;-45000;-45000;610000
2086;0.0617;-2872;-35939;-36900;-86006;-85744;-85629;12078
2087;0.2074;308634;83964;69956;51808;51522;51516;33053
2088;0.0169;2280769;370576;300218;310163;275106;272166;204480
2089;0.1412;29963;-1782;-3082;-5321;-4774;-4657;1237
2090;0.0334;2320318;114277;60168;106286;70737;71414;369463
2091;0.1679;411484;148951;102260;91011;58633;57599;48489
2092;0.2030;130606;513;-746;150;-829;-868;2304
2093;-0.0454;913432;253175;199298;177349;166256;166256;114990
2094;-0.0972;0;-1867;-1885;-1894;-1894;-1894;-21
2095;-0.0219;403166;265203;221878;190150;126000;126000;180638
2096;0.0659;259277;45855;24923;15132;8762;5786;12729
2097;0.2130;807460;247949;223875;211453;181437;185846;42461
2098;0.1616;376845;305935;282008;188183;165237;73739;237371
2099;0.1136;11241805;4328509;3500939;2628344;2289831;2199135;1984496
2100;0.0112;256087;69496;58616;49568;49884;49873;27974
2101;0.2017;297177;36033;29358;34437;22175;22175;53953
