NUM;RET;REC;EBITDA;EBIT;LAIR;LAOD;LL;FCO
1;0.2748;66895;5256;2732;1663;1709;1709;-47884
2;0.2635;528009;287487;205061;104794;105558;105558;161816
3;-0.0617;262156;59898;30495;14020;10054;7442;61421
4;0.2265;756219;206293;176078;240410;182058;118428;202109
5;0.0699;1369412;664921;632805;560224;348360;166323;-250804
6;0.0185;15856798;6583427;5319312;3755048;4218978;4099705;9634853
7;-0.0101;1554090;308702;204059;171549;113297;113297;268296
8;0.3286;319914;41831;9462;-28735;-28326;-28326;41297
9;0.2337;467652;96308;76037;71393;58655;58655;61452
10;-0.2745;164612;-96210;-121809;-146425;-161846;-161846;8296
11;0.1603;3251896;98126;-2414285;-2452128;-2432445;-2432445;891739
12;0.2267;2326428;319453;183358;83020;51104;51104;418063
13;-0.0204;35347;-129;-890;-374;-395;460;2877
14;0.0982;4479;-955;-1563;875;532;532;879
15;0.3464;4961;-12744;-14963;-11894;-11926;-11926;-45993
16;0.1131;1389546;477646;49633;98480;2857;2957;369135
17;-0.1339;803437;126636;74037;52335;41308;41308;236125
18;0.1176;223933;29508;24495;-8242;-5382;-5382;18167
19;0.2243;0;-389447;-389447;-387973;-387973;-387973;-1879
20;0.1563;129058;48156;42305;31450;20402;20402;15134
21;-0.0054;12640079;-2548807;-3573212;-4445463;-2885191;-2921909;917074
22;-0.0793;9290235;1382412;798568;257445;689911;681815;330596
23;0.1161;17011000;1408000;1119000;994000;745000;636000;5654000
24;0.1527;2978961;1563943;932850;604181;386000;392573;1621639
25;0.0721;0;-357;-357;-1797;-1797;-2397;-2296
26;-0.0426;177651;3975;-789;-13297;-13399;-12612;15033
27;0.1643;2074432;151016;92762;75125;65310;65310;-47598
28;-0.0105;6389549;908435;673523;460564;497682;497534;887736
29;0.1077;432835;471523;359378;299883;1333115;1333115;250494
30;0.0104;426759;82702;59886;68752;63208;63208;105251
31;0.0360;2550883;533515;399719;289199;275520;275520;578732
32;0.0388;1562606;326971;254929;247219;205584;205584;301972
33;0.0289;1929976;494882;263208;-68706;-168122;-168316;748484
34;0.5965;2529841;633880;548049;483724;367171;367171;587723
35;0.0037;1402005;511507;356884;334657;255287;255287;415074
36;0.3441;4412410;1043706;689247;561064;596455;570964;859197
37;0.2294;3436227;1192356;1052217;900068;778290;792544;943899
38;0.1078;1664290;895691;461800;147153;201439;55395;979299
39;0.0385;669604;142555;117951;92781;79932;79932;143298
40;0.0149;475028;52044;38726;-33928;-37117;-24256;21126
41;0.0771;8022240;1740404;1289882;1127357;856527;841635;1898129
42;0.1778;583469;376406;214637;126503;114656;112033;164850
43;0.0439;146054;22137;15127;13090;22070;22070;27324
44;0.4805;113402;30140;16603;12479;9677;9677;14300
45;0.2479;1233205;262425;234759;236553;209364;149215;316322
46;0.4143;1074610;79963;-28952;-80242;-16741;-16666;236637
47;0.2513;367685;57199;49271;40273;30942;28213;38079
48;0.0935;129398;5279;1539;1793;27293;27293;13289
49;-0.9420;81955;4566;-8235;-6366;-6366;-6366;-28136
50;-0.0294;3228;-1775;-2544;-3421;-3421;-3421;-3968
51;0.2923;1486157;596809;349586;311478;284736;284698;575310
52;0.1442;1109178;528742;372707;160253;82093;79226;549325
53;0.1735;1826149;284222;228900;160333;125032;125032;278446
54;-0.0393;7339029;2751803;2708267;1398735;4871848;3083701;-2462476
55;0.0027;0;-892;-890;122;-1116;-1116;-96
56;0.3332;115375;24211;22712;50064;42608;42608;43552
57;0.0958;4134435;-120946;-413467;-375659;-755944;-867642;4151117
58;0.3075;404361;217638;112769;108962;102151;102151;246490
59;0.1244;4739797;919424;773053;639754;542620;499293;855051
60;0.0790;5365663;968118;684100;452737;353332;338336;828492
61;0.0757;1306902;260319;209559;202389;170997;170997;176816
62;0.2941;1111926;513438;379391;257883;364444;365425;501547
63;0.1838;2795124;1317096;1074294;667466;617534;617228;958618
64;0.2249;1678234;389892;288585;237643;190407;190407;76927
65;0.1286;6185294;2287735;2148019;1866877;1432686;1312231;146506
66;0.3357;120692;26504;30789;31635;6711;6640;-31969
67;0.4337;397493;73447;39546;31452;20229;20252;-1380
68;0.3246;479638;39816;37489;42891;33619;30576;88071
69;0.2967;308598;90718;87922;117133;110704;107632;-39710
70;0.3463;488586;-43291;-50639;1152197;899700;899700;35549
71;0.1451;286675;76507;-5411;-13367;-1006;-1084;9768
72;0.1451;720114;194688;129060;75252;56076;56076;204696
73;0.2191;370820;57982;37050;22747;-4645;-3223;47206
74;0.3333;116173;30116;27674;10026;46522;47004;-24079
75;0.1410;316879;101528;48672;5936;28426;28426;104828
76;0.3492;9533467;1107002;567330;295512;102205;99569;-217374
77;0.3327;9533467;1105764;566089;294871;101564;36150;-221345
78;0.1359;3803343;694677;694677;560533;436076;351709;356293
79;0.3233;197919;-2993;-8041;-14932;829;1020;-16637
80;0.2563;147345;72605;69204;109750;96720;96721;72549
81;0.3124;665730;178063;150795;195717;210129;210129;35642
82;0.1341;4652036;913884;616010;134501;22306;22306;1194458
83;0.1628;2439327;640918;531576;524638;440562;440562;595345
84;0.1674;1785355;374776;265038;234769;210608;209072;24593
85;0.3582;449890;-22565;-22793;-13267;-21517;-26918;-52010
86;0.3259;310;294;294;104;88;88;1
87;0.0936;25917;-98740;-101562;-110791;-110222;-112597;2332
88;0.1002;928591;224196;193629;197232;246694;238757;137483
89;0.0646;0;-3828;-3829;-5034;-2426;-2426;-550
90;0.1418;328520;85488;60758;55993;44266;44226;63039
91;-0.0131;414149;-42888;-10949;-26042;-25372;-25372;64050
92;0.2334;230381;31122;22397;23514;19066;18981;28365
93;0.2158;2301547;358125;286664;221653;131403;131403;-70217
94;0.1993;2338634;215484;104099;85806;63491;39109;385892
95;0.2500;232972;97415;37151;-48028;14154;-1616;59044
96;-0.2771;57126482;5610101;4036684;3776371;2513457;2435426;4476247
97;0.4323;188297;313600;304828;286239;212443;206615;108051
98;0.3526;2631890;611268;337419;152936;120634;79874;264332
99;0.0310;112767;24467;20160;63653;63360;63360;9828
100;0.2845;179360;30936;23370;21971;21109;21109;36492
101;0.2039;2389707;1041188;358084;733031;631105;591261;1051258
102;-0.2353;246614;-127455;-191124;-234802;-168887;-168887;130456
103;0.1991;3295437;-129725;-277123;-590638;-366420;-366420;212565
104;0.0788;221801;54967;21790;25542;9399;9399;30028
105;0.1118;2695467;629593;412291;299701;228359;228359;-1020068
106;0.2551;1260945;328737;208950;124704;96004;96004;-275150
107;0.0359;265422;60721;32948;18961;13425;13430;77599
108;0.2530;6754347;1399740;1022712;773984;616769;596637;1928820
109;0.3178;890099;159032;78047;42249;32774;32774;144169
110;0.1041;3178561;941439;764021;720506;513098;513098;504878
111;0.1563;9365;-16369;-18126;-12237;-12692;-12692;51115
112;0.0747;1694069;289169;227823;264613;264842;264842;-17934
113;0.2179;6385026;499052;376764;188784;167998;167998;-3555931
114;0.0975;140350;13688;9024;11250;10707;3967;24938
115;0.2756;1192914;111687;85184;93721;71325;68534;133273
116;-0.1697;14217875;1434360;1126232;515879;398873;26906;1174780
117;0.2148;595704;76433;50596;38031;65337;66167;81376
118;0.2195;61443;4530;2108;5272;5092;5092;11676
119;0.3445;138534;39121;-227;-2662;-2676;-2676;31145
120;0.2251;4859660;598347;533198;77291;243622;243622;240990
121;-0.1034;60484;7844;6302;-38283;-38544;-38504;587
122;0.4275;0;-9976;-9976;-8951;-12819;-12746;-407
123;0.2045;1106546;250267;146186;105807;84143;84143;176901
124;0.2348;1419637;191514;167082;199898;168388;151072;-36363
125;0.0037;136089;17945;14608;-2068;-2824;-2824;-18359
126;0.1801;7453782;1476598;1153791;785860;642626;618373;975584
127;0.0746;455197;100256;94688;99452;70632;71683;46574
128;-0.1047;4913570;2196493;-405114;-2563450;-2281120;-2262903;1362638
129;0.1151;330717;212418;155470;60717;49465;47202;10230
130;0.1835;2737;-194592;-176695;-267239;-267226;-266725;-551
131;0.1147;196473;36007;29495;26080;25079;25074;-1674
132;-0.0605;1161043;-35168;-63233;-16008;-229092;-229092;-34780
133;0.2598;64215;-196807;-197568;-321682;-292079;-287437;15136
134;0.0059;376873;-40266;-41140;-52687;-52687;-52687;23246
135;0.1273;81771000;29080000;14135000;7545000;8538000;8153000;30693000
136;0.1309;24148000;214000;68000;0;96000;96000;-139000
137;0.4843;557995;784584;593807;612733;598465;598465;-67021
138;0.2279;120826;8668;1940;1519;3058;998;7633
139;0.0805;117413;73844;57837;120212;119856;119856;-1002
140;0.2235;301118;31238;16035;-3212;9125;9116;1019
141;0.6516;556244;39643;32623;7777;5316;3978;-5313
142;0.3679;1299853;6528;-2159;34092;19350;19350;113040
143;0.2507;521191;159664;59988;44112;66708;66708;245785
144;0.1433;4785114;474654;234119;82976;94926;85955;274643
145;0.3062;1285324;150087;113175;89277;57244;52874;271271
146;0.0696;2958119;563423;403081;216103;172342;98937;460635
147;-0.6432;11132;-102682;-106558;-238651;-239229;-239229;18856
148;0.3902;95574;10693;9401;9355;6206;5265;-42561
149;0.5614;29738;-72572;-74213;19018;22389;23118;30747
150;0.0613;1664290;897297;463406;148725;203011;200097;979161
151;0.1785;4696647;1687772;1207041;1199321;1056991;1056991;1171656
152;0.1726;1339618;631198;545093;499139;386321;386321;404715
153;0.1813;107147;11760;8689;1170;1559;1559;25046
154;0.2298;230315;70710;33646;15739;10372;10372;24508
155;0.2254;1029194;770253;618591;419193;342920;342920;559281
156;0.1860;252615;25966;15333;13847;21684;21684;13069
157;0.2133;350307;88440;48571;-8260;-2563;-2563;50632
158;0.0631;6523816;1412023;957948;659613;1133942;1044514;1111510
159;0.3714;48083;3802;-1574;-1258;219;193;1812
160;0.2819;905419;163888;133894;88570;88667;84554;463513
161;0.0400;253264;235344;226838;256165;179536;179536;237120
162;-0.0293;373198;40053;29081;-25462;-21571;-23692;13447
163;0.1520;7048960;2372697;563390;2187964;1174776;1169547;1223896
164;0.1121;427462;287466;279206;204990;177470;177470;218544
165;0.4407;272210;13265;7323;4600;27287;22123;47941
166;0.4083;104738;-63522;-66657;-66979;-73629;-73629;4379
167;0.3333;131618;-49085;-51675;-59180;-61284;-59627;22863
168;0.2188;378328;61744;55460;52214;43445;43445;24899
169;-0.1572;46008;-1088;-2363;-21009;-20186;-20186;806
170;-0.2690;60264;158142;110299;101159;101159;101159;-49089
171;0.0700;11376855;4968574;1979318;1795642;1274254;1274254;4910154
172;0.2161;543142;91604;82643;86658;76239;76186;-62
173;0.2414;181202;-57157;-68676;-95705;-72643;-72643;107259
174;0.2686;4586564;2310918;1250637;1014899;918312;918312;3606379
175;0.0624;86063;7008;1860;-3654;-6039;-5460;-13134
176;0.1011;579292;109145;72334;78258;65361;53416;117481
177;0.0051;876241;620904;616357;569936;519960;515728;319331
178;0.3831;27360;6248;2040;1482;-717;2778;16938
179;0.3686;214955;53568;50462;52625;47955;43730;33833
180;0.1716;284339;139624;14458;-44687;18051;30610;50005
181;0.2787;1138309;193882;107608;75123;72561;72561;342016
182;0.2441;23662787;836805;-34143;-286248;-267665;-266536;475787
183;0.1053;44540;8846;6643;7704;6566;6566;2230
184;0.0983;796340;140764;82282;66075;138071;119306;200546
185;0.1861;3872891;447338;191156;345589;268147;219066;992933
186;0.1545;41018710;-6272152;-10518352;-13983162;-8192831;-6406968;11193333
187;0.2863;548805;40104;5918;-9571;144;2606;94439
188;0.3017;7613000;-747000;-1019000;-1207000;-854000;-854000;114000
189;0.3555;-37339;-28727;-29362;-46807;-46471;-46619;6282
190;0.1359;373865;60195;38234;45738;45090;45082;35142
191;0.3028;3778846;666441;564178;577064;504448;500487;832373
192;0.2226;40420;113;-1008;-9788;-9899;-9896;-3051
193;0.5512;2708562;178769;140525;159515;135071;152803;868495
194;0.2297;415070;96838;41956;52575;48314;47231;74334
195;0.4122;271822;18084;15016;17351;20659;20652;3361
196;0.2579;842044;232199;156798;60598;58059;58059;61497
197;0.0600;65473;11384;8454;6529;4648;4648;46359
198;0.2418;33;-972;-993;-2492;-2492;-2492;-8
199;0.0354;525015;255746;183422;118419;97109;97109;358593
200;0.2623;276146;70647;40330;21247;16726;14376;54196
201;0.2039;1036863;148850;104607;60645;58481;66305;15719
202;-0.0162;1259026;620614;593238;522267;401244;212545;-48158
203;0.0748;11957652;4387672;3132215;2826417;2604385;2497677;3552187
204;0.0740;293650;61159;29590;-584;-2472;-2472;54063
205;-0.0061;440874;83545;61257;57375;39775;39775;59327
206;-0.3381;197510;-29585;-52795;-81521;-91548;-91548;22439
207;0.1533;3030734;919982;543415;-460193;-453812;-453812;736688
208;0.3456;1681165;136218;5665;-145832;-102532;-102532;114299
209;-0.3165;7565;-26029;-28854;-36517;-36091;-36091;-7552
210;-0.4216;39496;3443;2723;3275;1183;1877;3376
211;0.0333;615;-11982;-13011;-14628;-14685;-14685;-8876
212;0.0078;1552459;782434;227553;-511042;-304335;-304253;477516
213;-0.0398;723317;76535;27043;9542;5451;5451;108740
214;-0.2077;291537;20676;13989;-11225;-10855;-10855;5542
215;-0.0659;0;359556;359556;361409;361409;361409;15668
216;0.0618;219451;59962;47990;49225;40576;40576;48321
217;-0.0772;13368190;1435470;558638;-1473846;-986363;-887798;802026
218;0.1602;8459486;1641415;1065966;809277;445605;293907;1585585
219;-0.0006;14683000;1134000;864000;729000;505000;430000;-323000
220;0.2116;2698764;1370136;910758;627151;346414;340246;1231552
221;-0.0928;0;-750;-750;1946;1946;1446;1103
222;-0.1566;2027135;214541;156958;154562;99141;99141;-12925
223;-0.0440;6070786;-113786;-357809;-591600;-505901;-281986;65940
224;0.0358;414466;223405;127116;-8807;-7856;-7856;121636
225;0.1808;388471;78768;56240;62123;64126;64126;44947
226;-0.0115;1339107;209758;142581;102558;69356;69356;218475
227;0.0355;1515756;438519;109607;-62934;20723;20386;-221224
228;0.1571;2585530;759004;676536;649855;437864;437864;952085
229;0.0210;1333485;458275;304443;265457;193293;193293;149971
230;0.0286;4253721;1201654;945664;811317;613511;571663;700471
231;0.1034;3686247;1433675;1282057;1147906;819608;818885;989384
232;0.1567;2059864;1202489;759631;459521;365419;100813;1201684
233;0.0770;496693;38848;10108;-88697;-86741;-53697;40902
234;0.0791;7746482;1617878;1199968;1067610;747739;676957;1052542
235;-0.1951;145109;55537;49681;56763;49827;49827;81441
236;-0.0450;108922;27681;12993;11012;8022;8022;31010
237;0.1205;449622;168587;132888;78443;73966;79537;127820
238;0.1918;934759;165412;133874;142929;121260;104382;116154
239;0.0907;367239;57001;47871;39679;31163;25951;48057
240;0.0290;136652;7825;3938;4707;4001;4001;14672
241;0.3674;87589;-53946;-68678;-98533;-98533;-98533;-15440
242;0.0862;1308357;246680;93093;36361;27715;27673;381382
243;0.2496;976542;-5778;-160753;-341146;-408634;-408634;298932
244;0.0606;1734593;370092;318266;270271;179934;179934;433274
245;0.1168;7291326;2766380;2327184;1466318;715872;651042;3552366
246;0.1190;110115;12466;11018;23892;16148;16148;31973
247;-0.0888;2533531;237436;57417;148093;-2586;-314480;773842
248;-0.1677;316194;110684;31751;40170;41935;41935;38662
249;0.0480;3915972;785701;631535;552569;380535;353968;536244
250;0.0935;5070403;885072;580237;152968;53912;34468;678050
251;0.1210;1334247;310693;260875;202558;176643;176643;277157
252;0.1885;858279;339152;196054;102561;89555;89786;320033
253;0.0200;2494116;1581327;1355540;1059802;742707;742397;982622
254;0.0730;1460229;337537;264915;222963;179352;179352;503316
255;0.0997;4875373;1098808;939367;824166;615756;548543;-37357
256;0.5290;48600;9614;11308;-114;-114;-114;-4288
257;-0.0652;398749;69981;36402;33143;19861;19861;49906
258;0.2143;357974;27196;24651;30822;24453;16489;96499
259;0.2829;187589;51900;47966;70703;66632;61239;58299
260;-0.2235;317399;128099;96190;179503;144691;144599;86618
261;0.2009;755708;238926;152165;124730;91070;91070;254434
262;-0.0184;333133;39960;27431;10926;12001;13093;40632
263;-0.0567;89212;23730;20507;-1041;-1549;-1668;78070
264;0.0693;340301;146089;87613;80105;53885;53885;139026
265;-0.1304;9930829;1203450;701464;139067;289305;285629;1630433
266;-0.1303;9930829;1202128;700140;137450;287688;104010;1629468
267;0.0121;3709937;-207829;612974;-177477;-171120;-242052;1309668
268;0.5022;214877;35402;30594;22941;13127;11343;25431
269;-0.0153;113706;14506;10665;17466;12391;12391;-15756
270;0.1185;582228;175700;159127;189325;166783;166783;55113
271;0.1474;3473795;548280;265438;69922;63764;63764;34679
272;0.2202;1885452;254298;114907;85351;67874;67874;270985
273;0.2902;1315771;264289;231711;282280;212435;212449;256740
274;0.4652;272818;19986;15092;-14666;-19386;-20998;58712
275;0.1469;1009123;297678;268324;277262;271281;267156;299235
276;0.1333;0;7458;7458;7549;5705;5705;-3198
277;0.2160;345841;87324;65201;57403;43381;43342;87977
278;0.0989;424821;73486;36464;24252;16806;16806;53376
279;0.1943;246500;35526;27334;28934;27891;27835;99218
280;-0.0185;1202;-28122;-31066;-71079;-70950;-69562;-45529
281;0.2581;2174614;278379;209568;158958;99692;99692;92068
282;-0.1234;2542311;333648;226737;202632;146808;124838;235128
283;0.1070;238913;128100;108040;18606;15312;-58843;19645
284;0.3172;52184406;5921692;4242262;541785;454015;356715;4995814
285;0.3255;184543;155122;149372;124732;93987;94120;-2311
286;0.1662;2453591;511914;285028;87643;66071;39035;-1541937
287;0.4807;80423;5552;3198;-28487;-28487;-28487;565
288;0.1076;149522;25383;18044;16248;15899;15899;25189
289;-0.0476;2809489;1730176;1195093;-51605;207427;215195;938098
290;-0.1725;212143;20661;-19896;-66590;-52283;-52283;-67776
291;0.0182;3935989;1138055;990992;2267873;1519194;1519194;-160696
292;-0.0770;196902;40117;9572;-869;-171;-171;20332
293;0.1068;2671176;545069;356745;262607;204712;204712;-750334
294;0.0611;1305826;329687;203996;111905;86468;86468;80661
295;0.4433;278276;70242;46007;-21609;-17180;-17197;74935
296;0.1984;4238102;730207;384170;14848;7976;48177;810708
297;0.0831;2225755;466291;276537;253825;189251;189251;550869
298;0.0741;8096;22652;23644;18832;18252;19225;-19166
299;-0.1066;1550328;188056;126675;145026;134490;134490;267372
300;0.2906;4864198;501189;337284;297795;235100;235100;-5350
301;-0.1952;1081221;60164;39456;13943;22805;22323;200380
302;0.4120;12744372;1469936;1173199;507836;640994;100358;1260840
303;0.5617;457;-1322;-1442;-9613;-9572;-9572;120
304;-0.0527;645533;129236;105363;94880;69135;69275;139920
305;0.0453;82800;11096;7994;7353;4687;4687;1540
306;0.1255;129431;37093;-15350;-18707;-19434;-19434;8534
307;0.1726;4511183;454521;387218;-74336;-82737;-82737;955171
308;0.2939;59423;7888;6359;-2164;-2263;-2261;4909
309;-0.4722;0;-428;-428;-27793;-27529;-27528;566
310;0.0525;960786;191823;123181;71991;60208;60208;-604445
311;-0.0839;1568986;196319;175027;211938;178514;160115;-92434
312;0.2020;7177782;1469487;1137840;827619;616909;599414;1299817
313;-0.1218;452622;77190;71931;76122;53640;53376;59152
314;-0.6842;5001232;-907649;-3198924;-5574895;-5783505;-5746889;1202148
315;0.2550;284890;200571;146396;45466;31628;30339;93245
316;0.0365;154408;26888;20770;17374;12623;12626;8049
317;0.3026;1329187;172700;135253;133235;140132;140132;230782
318;-0.2588;35806;-9132;-10005;-116945;-124286;-123377;10881
319;0.6275;311971;-97634;-98848;-108348;-108348;-108348;-4875
320;0.0256;77051000;29288000;14303000;3429000;-509000;9087000;32824000
321;0.1101;24360000;602000;475000;2054000;1336000;1336000;2080000
322;0.0867;399045;221492;102580;-71131;-71860;-71860;173740
323;0.2120;153070;22245;15990;15709;12706;6489;-6103
324;0.2606;111895;5377;-9955;-23675;-24068;-24068;-3876
325;0.2500;302;-178;-374;980;1080;1080;3220
326;-0.0452;296486;31761;18618;-5472;-2901;-2912;209875
327;0.2557;461130;31146;21348;11051;9059;7542;20180
328;0.0564;1262900;36219;27031;-807;-37;-37;24702
329;0.3295;517693;295125;202239;194672;119066;119066;166142
330;0.1972;4601641;775456;491930;423679;462585;459341;25910
331;0.0925;1371329;188982;153977;118895;94278;78540;81544
332;0.0678;2893282;618611;459178;332848;275024;196948;528494
333;-0.0850;10451;-31505;-36866;-163488;-166004;-166004;10470
334;0.2800;79308;8236;7062;5653;3721;3821;-42141
335;-0.1696;9224;-96738;-98416;-148560;-143648;-141557;44626
336;0.1571;2059864;1206242;763384;463161;369059;366892;1202220
337;0.0298;5410593;3022518;2558556;1838628;1208860;1208860;1190222
338;0.0612;1185336;485783;400577;356521;243640;243640;388736
339;0.3093;250142;59365;26065;10904;7713;7713;49947
340;-0.0152;766665;286753;141400;61250;61982;61982;55352
341;0.0622;285464;40970;30533;25521;30341;30341;71525
342;-0.0993;288910;77502;47251;25501;23837;23837;118596
343;-0.2350;6006393;650936;270172;-569902;-870656;-992958;1835812
344;0.3715;46364;5859;2182;729;1137;1139;10969
345;-0.0173;563106;-76192;-109874;-151182;-96959;-80298;229192
346;-0.0684;279330;205830;198654;228115;149557;149557;183586
347;0.2066;380431;56353;28643;-63940;-64116;-64116;39000
348;0.0618;6599909;2385696;997315;-5495963;-3460235;-3460810;3185141
349;0.0813;597753;454161;452565;403757;357840;357610;219732
350;-0.0208;242301;19879;18623;-45618;-27217;-26372;17367
351;-0.0645;74614;-41771;-43390;-53381;-54714;-52054;7712
352;0.0856;340723;107474;100920;131449;91392;91392;45622
353;0.1065;35488;-6121;-7386;-33985;-33618;-33618;-4230
354;0.1210;11046748;4540518;1835552;1529653;965113;965113;4788135
355;0.0425;508543;79649;71522;73666;64737;64646;-22393
356;0.0985;255719;32212;11310;-49350;-53337;-53337;-124038
357;0.0635;4337063;2094499;657781;390750;561681;561681;2103640
358;0.0892;54612;-3158;-7458;-13649;-13235;-12763;6436
359;0.2491;575243;132180;96107;102887;87190;87262;66119
360;0.0527;736826;465168;460154;425352;439419;435077;338303
361;-0.1500;265633;83131;-13251;-101800;-85028;-70409;79847
362;-0.1699;1339132;187743;106341;114364;66481;66481;155276
363;-0.0447;23203290;823174;611034;447633;307323;297800;921819
364;0.2484;38443;7442;5255;6842;4392;4392;15619
365;-0.1171;731786;157975;117566;25582;-22317;-12593;84972
366;-0.1341;3849794;452903;199240;-245494;-138980;-183909;680184
367;-0.1236;40664666;18572581;14883615;10328271;6461278;6541645;16266045
368;-0.1208;569035;116016;60847;44492;32559;31642;85826
369;0.3535;5688000;-164000;-372000;-612000;-383000;-383000;229000
370;-0.2050;-48521;-63621;-64255;-79851;-79843;-80017;-6665
371;0.1667;359355;64624;44295;44555;41803;41807;19110
372;0.1214;3349604;579073;478089;462581;424540;418243;668516
373;0.1187;1693663;90328;52862;106913;80520;1086861;-334435
374;-0.0294;421350;167286;113067;56691;25977;24124;162545
375;0.1915;362489;19575;18675;19038;14044;14043;1872
376;0.2142;833138;302087;203551;150519;152511;152511;323123
377;-0.1045;78930;9127;6744;4814;4744;4744;-2634
378;-0.2331;0;-778;-801;-543;-543;-543;-3
379;0.0876;495689;227068;145282;45823;35438;35438;7307
380;-0.0105;272718;65349;35731;15053;11799;9596;59208
381;0.2460;993447;98228;55630;58759;31610;35934;195769
382;0.1258;817866;437398;410680;349546;244872;110913;96896
383;0.0598;12145133;4656606;3547448;2980011;2615901;2520733;3114074
384;0.0447;285401;48296;17803;-14999;-16919;-16919;22519
385;0.0066;393546;68989;49121;44718;40568;40568;41184
386;-1.0417;225637;-40344;-66324;-116185;-117834;-117834;-13902
387;0.1005;2617695;733210;339870;299397;345493;345493;750403
388;-0.2836;1477826;98393;-30497;-188886;-127568;-127568;91202
389;0.1351;0;-10287;-10985;-13432;-13435;-13435;-15220
390;-0.0847;1718364;449054;12899;-38102;-168894;-168821;-471776
391;-0.0117;675911;63878;15791;772;-551;-551;84079
392;-0.0046;278702;11591;4947;-19109;-18739;-18739;14164
393;0.0330;0;-25387;-25387;-22253;-21552;-21552;43941
394;0.0452;188136;24604;22372;37135;37003;37003;57433
395;-0.4767;13337303;1712247;842926;-75950;102269;128745;-498124
396;0.2209;8338009;1507408;930041;310719;191023;322825;592747
397;0.0905;14728000;215000;-42000;-167000;-427000;-494000;1251000
398;0.1843;2504225;1275154;834814;518351;338887;347368;1075587
399;-0.3915;0;-839;-839;-1648;-1648;-2194;-2498
400;-0.1338;177815;24192;18911;39211;30012;23903;2466
401;-0.0146;1782205;151332;94914;64994;46454;46454;-97067
402;0.1248;7016793;1811785;1563382;3471969;2114986;2114774;467265
403;0.1388;368377;192745;100124;150;-4002;-4002;88608
404;-0.0020;359992;46153;24259;35243;40683;40683;44303
405;0.1665;2469456;570220;445604;320934;295062;295062;84108
406;0.1827;1280546;206785;137819;131326;122955;122955;109850
407;0.0718;1742355;624717;250495;58940;139838;144933;159376
408;-0.0494;2338799;672401;587531;550633;362088;362088;651584
409;0.0832;1209712;346147;197058;166474;119059;119059;299712
410;0.2702;3665715;947013;686398;558655;346941;349328;582247
411;0.0969;3343275;765915;627388;653253;445333;418266;635043
412;0.1456;1728740;922233;505255;246638;185017;50751;819930
413;-0.1206;442666;9720;-23205;-68498;-65201;-51971;-29389
414;0.0555;7036306;1504359;1096178;884854;573673;580628;939542
415;-0.0547;83;-1513;-1515;-1095;-1057;-1055;-441
416;-0.2818;152174;26824;20085;20060;18092;18092;85807
417;-0.0474;106854;22570;7016;4866;4619;4619;16325
418;-0.0897;387452;64743;27629;-25404;-17389;-15918;118453
419;0.2250;936622;135742;143623;161495;142291;113835;154251
420;0.0000;1093763;230332;116924;60552;35554;33443;258424
421;0.0536;540866;56469;33400;22865;18955;18955;35721
422;0.2268;374504;56379;50237;39518;31958;25900;136905
423;-0.1631;113685;1669;-2030;-1871;-2263;-2263;4035
424;-1.2159;154159;35417;16122;19202;19202;19202;100481
425;0.0862;2863;-1509;-2255;-3353;-3353;-3353;6688
426;0.0702;1144658;286917;133802;96738;69378;69339;60132
427;0.1264;972839;431864;297170;120732;58463;60880;402358
428;-0.0068;6643410;1350107;905334;1316935;301178;5564669;-814239
429;-0.0411;106766;-2874;-4310;20360;13110;13110;31804
430;0.0366;2287841;-25965;-196479;-135399;-78640;26115;101825
431;0.0797;3281836;573452;408605;292664;213113;188960;307961
432;0.1200;4702984;818983;550502;81928;-8860;-30953;471124
433;0.2269;1190112;247999;198959;147464;127492;127492;119343
434;0.2289;555784;259256;152113;41488;15680;15786;297294
435;0.0077;2176479;1051950;848423;558151;385368;385116;728549
436;0.0729;1174776;184771;112758;64550;48208;48208;127709
437;0.1490;4375800;972661;759861;618340;409448;342076;-692494
438;0.1526;372977;78794;27785;15973;14223;14236;46396
439;0.2807;591564;53343;49135;44739;30526;22047;145605
440;0.1366;161833;73247;71898;103910;95725;94909;54789
441;0.0774;326695;73066;34603;33704;31789;31697;43493
442;0.0375;728692;211820;127583;99430;72598;72598;164925
443;0.0267;338825;39440;27112;39458;27967;29201;14034
444;-0.1854;99659;2444;-1699;-12168;-12477;-12724;21912
445;0.0821;346533;210066;154095;113075;75030;75030;256478
446;-0.0479;10154053;1451975;925137;624871;372751;369535;618180
447;-0.0307;10154053;1450338;923497;620614;368493;132429;613489
448;0.2132;3140616;734104;318878;-99226;-120824;-194623;389074
449;-0.0323;204732;18800;13968;4419;2202;4284;-13540
450;-0.0410;399812;26735;10076;61862;41522;41522;88520
451;0.1949;3403709;557490;285102;80700;55923;55923;425418
452;-0.1200;1860660;234779;103020;69571;54903;54903;227673
453;0.2243;1276257;293781;264699;305320;223409;223151;145488
454;0.1020;335969;19672;18816;-1601;-7951;-16999;68717
455;-0.0106;18603;-2430;-5265;-8081;-7241;-8984;562
456;0.1410;973457;282797;252285;255964;340205;336945;195346
457;-0.1094;0;-535;-536;-493;1369;1369;-1571
458;-0.0250;343678;84632;63959;53818;41688;41624;74078
459;0.1737;401900;55194;17808;3158;727;727;37425
460;0.1323;167859;6688;-1681;-4154;-4348;-4406;-5601
